date,user,content,likes,retweets,label
10/5/23 17:24,traderecon,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,105,46,1
9/8/23 23:36,macrocrude,SPR releases seem to be slowing. Price floor forming? #OOTT,222,29,0
5/15/23 9:35,brentbulls,WTI slips on stronger USD and inventory build. #OOTT,84,90,0
11/15/23 10:59,opecintel,Crude oil inventories fell again this week. #OOTT,76,75,1
11/10/23 15:58,barrelreport,SPR releases seem to be slowing. Price floor forming? #OOTT,295,51,0
6/10/23 5:01,opecintel,EIA data surprises traders: bullish draw reported. #OOTT,244,10,0
3/13/23 22:00,barrelreport,SPR releases seem to be slowing. Price floor forming? #OOTT,246,29,1
10/13/23 4:05,crudealert,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,226,11,0
4/9/23 2:31,supplysignals,Backwardation deepening in crude curve. Market tight. #OOTT,53,18,0
2/8/23 4:04,oilwatcher,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,154,99,1
6/7/23 14:49,oilquant,Refinery demand expected to rise into summer. #OOTT,43,2,0
7/22/23 17:02,energyalpha,Crude oil inventories fell again this week. #OOTT,64,14,1
1/27/23 19:12,energyalpha,Brent climbing after strong Chinese import numbers. #OOTT,277,8,0
12/12/23 23:11,barrelreport,Backwardation deepening in crude curve. Market tight. #OOTT,7,33,0
5/1/23 2:20,energyalpha,EIA data surprises traders: bullish draw reported. #OOTT,42,66,1
7/9/23 16:45,opecintel,EIA data surprises traders: bullish draw reported. #OOTT,189,48,1
7/3/23 20:37,energyalpha,Refinery demand expected to rise into summer. #OOTT,110,90,0
7/26/23 11:12,energyalpha,EIA data surprises traders: bullish draw reported. #OOTT,152,11,1
7/31/23 9:54,energyalpha,Brent climbing after strong Chinese import numbers. #OOTT,255,59,1
1/10/23 7:59,supplysignals,WTI slips on stronger USD and inventory build. #OOTT,67,46,0
7/12/23 9:43,barrelreport,Backwardation deepening in crude curve. Market tight. #OOTT,82,97,0
6/8/23 19:27,energyalpha,Refinery demand expected to rise into summer. #OOTT,30,2,0
10/18/23 15:36,traderecon,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,228,32,1
2/24/23 13:22,barrelreport,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,230,33,1
3/29/23 22:55,macrocrude,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,122,17,1
3/21/23 7:45,oilquant,Brent climbing after strong Chinese import numbers. #OOTT,282,91,1
6/2/23 10:37,crudealert,EIA data surprises traders: bullish draw reported. #OOTT,262,86,0
11/20/23 3:27,macrocrude,WTI slips on stronger USD and inventory build. #OOTT,274,44,1
7/24/23 23:07,energyalpha,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,25,84,0
11/10/23 7:38,crudealert,EIA data surprises traders: bullish draw reported. #OOTT,133,16,1
10/19/23 23:07,supplysignals,Backwardation deepening in crude curve. Market tight. #OOTT,26,78,0
12/7/23 10:13,energyalpha,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,250,79,0
7/28/23 8:25,traderecon,Crude oil inventories fell again this week. #OOTT,162,92,0
9/21/23 10:01,traderecon,WTI slips on stronger USD and inventory build. #OOTT,2,88,1
11/7/23 22:01,barrelreport,Refinery demand expected to rise into summer. #OOTT,263,43,0
5/23/23 4:44,supplysignals,Refinery demand expected to rise into summer. #OOTT,183,44,0
5/26/23 4:45,supplysignals,Backwardation deepening in crude curve. Market tight. #OOTT,247,38,1
12/28/23 23:30,brentbulls,WTI slips on stronger USD and inventory build. #OOTT,19,47,0
11/16/23 3:17,traderecon,EIA data surprises traders: bullish draw reported. #OOTT,103,66,1
11/23/23 0:26,barrelreport,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,108,56,1
8/18/23 15:45,oilwatcher,WTI slips on stronger USD and inventory build. #OOTT,202,24,0
8/30/23 16:39,supplysignals,Crude oil inventories fell again this week. #OOTT,278,18,0
5/13/23 6:00,oilquant,Crude oil inventories fell again this week. #OOTT,103,48,1
2/15/23 22:42,macrocrude,Refinery demand expected to rise into summer. #OOTT,182,84,0
3/19/23 2:59,oilwatcher,EIA data surprises traders: bullish draw reported. #OOTT,69,66,1
11/2/23 5:58,barrelreport,Brent climbing after strong Chinese import numbers. #OOTT,185,63,1
5/17/23 14:45,barrelreport,Backwardation deepening in crude curve. Market tight. #OOTT,88,99,1
12/6/23 1:19,crudealert,WTI slips on stronger USD and inventory build. #OOTT,104,45,0
5/13/23 5:19,oilquant,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,291,78,1
6/18/23 1:07,oilquant,SPR releases seem to be slowing. Price floor forming? #OOTT,78,32,0
11/30/23 18:58,oilwatcher,SPR releases seem to be slowing. Price floor forming? #OOTT,93,24,0
7/19/23 23:13,crudealert,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,113,5,0
2/13/23 23:46,oilwatcher,Brent climbing after strong Chinese import numbers. #OOTT,175,39,0
4/12/23 18:07,brentbulls,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,178,87,1
3/4/23 11:11,brentbulls,Brent climbing after strong Chinese import numbers. #OOTT,219,53,0
11/3/23 21:39,traderecon,Refinery demand expected to rise into summer. #OOTT,280,77,1
11/13/23 11:49,crudealert,Brent climbing after strong Chinese import numbers. #OOTT,300,65,1
4/28/23 4:00,brentbulls,WTI slips on stronger USD and inventory build. #OOTT,238,56,0
1/9/23 6:53,energyalpha,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,246,39,1
1/24/23 12:47,barrelreport,Brent climbing after strong Chinese import numbers. #OOTT,238,86,1
10/18/23 16:01,crudealert,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,136,62,0
1/2/23 21:45,supplysignals,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,155,50,1
8/11/23 14:45,crudealert,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,259,87,1
9/19/23 16:20,barrelreport,WTI slips on stronger USD and inventory build. #OOTT,274,89,1
2/11/23 19:36,brentbulls,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,284,77,1
7/7/23 1:18,crudealert,EIA data surprises traders: bullish draw reported. #OOTT,228,76,0
10/25/23 6:27,opecintel,SPR releases seem to be slowing. Price floor forming? #OOTT,108,8,1
2/28/23 2:14,crudealert,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,110,13,1
1/15/23 6:38,opecintel,Brent climbing after strong Chinese import numbers. #OOTT,198,39,1
1/14/23 5:06,brentbulls,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,229,46,1
6/15/23 15:23,brentbulls,Crude oil inventories fell again this week. #OOTT,37,32,0
2/27/23 6:24,crudealert,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,298,97,1
8/22/23 4:55,crudealert,Crude oil inventories fell again this week. #OOTT,28,37,0
3/6/23 8:20,supplysignals,Refinery demand expected to rise into summer. #OOTT,46,34,1
10/22/23 7:40,oilquant,Brent climbing after strong Chinese import numbers. #OOTT,48,9,0
9/19/23 8:43,brentbulls,SPR releases seem to be slowing. Price floor forming? #OOTT,247,35,0
9/14/23 17:13,energyalpha,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,278,6,0
4/15/23 14:09,macrocrude,SPR releases seem to be slowing. Price floor forming? #OOTT,220,77,0
7/18/23 14:45,macrocrude,Refinery demand expected to rise into summer. #OOTT,13,33,0
6/16/23 15:47,opecintel,Crude oil inventories fell again this week. #OOTT,145,0,1
1/26/23 10:02,macrocrude,Backwardation deepening in crude curve. Market tight. #OOTT,254,27,1
4/11/23 7:42,energyalpha,Crude oil inventories fell again this week. #OOTT,226,50,1
10/21/23 18:03,supplysignals,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,244,10,0
9/27/23 11:03,barrelreport,Brent climbing after strong Chinese import numbers. #OOTT,264,55,1
7/30/23 8:50,oilquant,SPR releases seem to be slowing. Price floor forming? #OOTT,235,69,0
10/30/23 1:04,energyalpha,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,196,96,0
5/26/23 20:03,oilquant,SPR releases seem to be slowing. Price floor forming? #OOTT,198,9,1
10/25/23 4:07,macrocrude,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,282,91,1
6/5/23 16:52,energyalpha,Backwardation deepening in crude curve. Market tight. #OOTT,58,85,0
8/23/23 1:52,energyalpha,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,110,30,0
10/26/23 18:25,macrocrude,SPR releases seem to be slowing. Price floor forming? #OOTT,280,16,1
7/7/23 0:59,energyalpha,Refinery demand expected to rise into summer. #OOTT,33,17,1
1/31/23 20:56,traderecon,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,139,62,1
12/14/23 6:36,macrocrude,Backwardation deepening in crude curve. Market tight. #OOTT,222,42,1
4/11/23 12:20,opecintel,WTI slips on stronger USD and inventory build. #OOTT,150,8,0
1/17/23 4:49,energyalpha,EIA data surprises traders: bullish draw reported. #OOTT,224,94,1
5/8/23 5:16,macrocrude,Brent climbing after strong Chinese import numbers. #OOTT,76,68,1
3/21/23 12:26,crudealert,Brent climbing after strong Chinese import numbers. #OOTT,201,59,1
12/4/23 4:54,energyalpha,Refinery demand expected to rise into summer. #OOTT,59,58,0
7/15/23 14:06,oilwatcher,Crude oil inventories fell again this week. #OOTT,22,68,0
7/31/23 20:56,energyalpha,Brent climbing after strong Chinese import numbers. #OOTT,72,47,0
12/28/23 13:04,macrocrude,Crude oil inventories fell again this week. #OOTT,50,62,0
12/15/23 3:13,brentbulls,Backwardation deepening in crude curve. Market tight. #OOTT,183,56,1
4/2/23 13:51,oilwatcher,SPR releases seem to be slowing. Price floor forming? #OOTT,112,59,0
12/19/23 2:23,energyalpha,EIA data surprises traders: bullish draw reported. #OOTT,164,60,1
1/29/23 0:43,oilquant,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,84,43,1
9/16/23 14:30,macrocrude,Backwardation deepening in crude curve. Market tight. #OOTT,89,13,1
5/11/23 22:44,oilquant,SPR releases seem to be slowing. Price floor forming? #OOTT,38,81,1
12/9/23 4:00,traderecon,Backwardation deepening in crude curve. Market tight. #OOTT,231,56,0
2/27/23 17:26,traderecon,Backwardation deepening in crude curve. Market tight. #OOTT,139,71,0
8/17/23 17:34,energyalpha,Backwardation deepening in crude curve. Market tight. #OOTT,298,68,0
11/8/23 12:09,opecintel,Refinery demand expected to rise into summer. #OOTT,289,60,1
6/18/23 9:11,macrocrude,Refinery demand expected to rise into summer. #OOTT,275,70,1
3/19/23 17:02,supplysignals,EIA data surprises traders: bullish draw reported. #OOTT,300,53,1
8/31/23 16:43,oilquant,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,165,68,1
7/8/23 16:07,barrelreport,WTI slips on stronger USD and inventory build. #OOTT,11,6,1
4/30/23 22:22,oilwatcher,Brent climbing after strong Chinese import numbers. #OOTT,285,83,0
4/7/23 1:32,macrocrude,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,175,57,1
6/6/23 3:32,crudealert,Brent climbing after strong Chinese import numbers. #OOTT,278,68,0
5/4/23 1:51,energyalpha,Backwardation deepening in crude curve. Market tight. #OOTT,21,70,1
4/6/23 22:49,barrelreport,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,15,78,1
1/12/23 15:31,crudealert,SPR releases seem to be slowing. Price floor forming? #OOTT,233,29,0
12/10/23 15:35,oilwatcher,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,253,79,0
1/7/23 7:21,oilquant,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,46,88,1
5/16/23 22:40,energyalpha,Brent climbing after strong Chinese import numbers. #OOTT,148,15,1
5/12/23 19:17,oilquant,Brent climbing after strong Chinese import numbers. #OOTT,257,72,1
5/13/23 19:19,oilquant,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,239,45,1
3/1/23 8:04,crudealert,EIA data surprises traders: bullish draw reported. #OOTT,272,55,0
11/10/23 21:08,opecintel,WTI slips on stronger USD and inventory build. #OOTT,281,49,1
3/7/23 4:21,oilquant,WTI slips on stronger USD and inventory build. #OOTT,244,81,0
12/10/23 5:29,oilwatcher,EIA data surprises traders: bullish draw reported. #OOTT,231,53,1
5/24/23 14:49,opecintel,EIA data surprises traders: bullish draw reported. #OOTT,46,76,0
10/11/23 22:53,opecintel,Brent climbing after strong Chinese import numbers. #OOTT,125,13,0
6/13/23 13:19,opecintel,Crude oil inventories fell again this week. #OOTT,254,75,1
3/9/23 7:35,crudealert,SPR releases seem to be slowing. Price floor forming? #OOTT,150,7,0
11/1/23 14:28,traderecon,Crude oil inventories fell again this week. #OOTT,198,43,1
3/21/23 16:49,crudealert,Refinery demand expected to rise into summer. #OOTT,231,80,0
6/25/23 5:16,energyalpha,Brent climbing after strong Chinese import numbers. #OOTT,77,38,1
12/6/23 17:49,barrelreport,EIA data surprises traders: bullish draw reported. #OOTT,27,11,0
12/12/23 15:21,brentbulls,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,198,17,1
8/27/23 2:56,crudealert,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,79,19,1
9/26/23 20:47,brentbulls,Crude oil inventories fell again this week. #OOTT,283,5,0
10/20/23 10:31,traderecon,Refinery demand expected to rise into summer. #OOTT,224,81,0
10/22/23 4:59,supplysignals,WTI slips on stronger USD and inventory build. #OOTT,127,65,0
1/4/23 18:58,macrocrude,Brent climbing after strong Chinese import numbers. #OOTT,4,4,0
9/21/23 14:06,barrelreport,Brent climbing after strong Chinese import numbers. #OOTT,272,22,1
5/17/23 18:29,traderecon,WTI slips on stronger USD and inventory build. #OOTT,225,24,0
5/31/23 6:58,crudealert,SPR releases seem to be slowing. Price floor forming? #OOTT,199,15,1
7/23/23 3:11,energyalpha,SPR releases seem to be slowing. Price floor forming? #OOTT,253,87,0
2/12/23 15:44,oilwatcher,Refinery demand expected to rise into summer. #OOTT,247,34,1
7/6/23 11:11,supplysignals,Brent climbing after strong Chinese import numbers. #OOTT,40,50,1
5/1/23 20:52,opecintel,SPR releases seem to be slowing. Price floor forming? #OOTT,270,80,1
8/17/23 7:13,oilwatcher,EIA data surprises traders: bullish draw reported. #OOTT,145,94,1
1/26/23 17:37,macrocrude,SPR releases seem to be slowing. Price floor forming? #OOTT,214,76,0
9/7/23 1:03,macrocrude,EIA data surprises traders: bullish draw reported. #OOTT,237,68,0
5/8/23 7:24,crudealert,Brent climbing after strong Chinese import numbers. #OOTT,174,30,1
7/20/23 5:41,brentbulls,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,253,63,0
5/13/23 4:07,macrocrude,EIA data surprises traders: bullish draw reported. #OOTT,278,19,0
7/28/23 16:43,crudealert,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,57,66,1
2/21/23 22:01,macrocrude,SPR releases seem to be slowing. Price floor forming? #OOTT,130,45,0
7/13/23 2:47,supplysignals,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,294,37,0
9/26/23 9:21,macrocrude,SPR releases seem to be slowing. Price floor forming? #OOTT,65,24,0
6/2/23 3:35,opecintel,Backwardation deepening in crude curve. Market tight. #OOTT,129,20,1
6/14/23 14:21,barrelreport,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,276,10,0
8/26/23 12:51,crudealert,Brent climbing after strong Chinese import numbers. #OOTT,57,43,1
10/6/23 15:16,oilwatcher,EIA data surprises traders: bullish draw reported. #OOTT,137,75,0
6/13/23 21:13,energyalpha,EIA data surprises traders: bullish draw reported. #OOTT,275,89,0
4/4/23 1:09,energyalpha,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,98,47,0
7/17/23 7:24,supplysignals,Backwardation deepening in crude curve. Market tight. #OOTT,98,98,1
11/21/23 6:23,oilquant,Crude oil inventories fell again this week. #OOTT,108,16,1
7/25/23 14:21,traderecon,WTI slips on stronger USD and inventory build. #OOTT,213,61,0
2/22/23 21:13,traderecon,Refinery demand expected to rise into summer. #OOTT,219,54,1
9/18/23 6:05,crudealert,SPR releases seem to be slowing. Price floor forming? #OOTT,106,3,0
5/3/23 3:22,oilwatcher,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,49,59,1
1/24/23 19:48,brentbulls,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,163,2,1
9/28/23 4:00,crudealert,WTI slips on stronger USD and inventory build. #OOTT,41,53,0
1/4/23 5:53,energyalpha,Brent climbing after strong Chinese import numbers. #OOTT,256,41,0
4/25/23 14:48,energyalpha,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,262,17,0
8/24/23 23:51,brentbulls,WTI slips on stronger USD and inventory build. #OOTT,78,55,0
10/6/23 2:10,crudealert,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,97,79,1
3/31/23 3:07,crudealert,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,221,31,1
4/12/23 12:48,energyalpha,Refinery demand expected to rise into summer. #OOTT,135,72,1
11/7/23 16:22,oilwatcher,Crude oil inventories fell again this week. #OOTT,41,64,0
6/5/23 19:51,oilquant,Brent climbing after strong Chinese import numbers. #OOTT,117,26,0
6/20/23 1:49,oilquant,Refinery demand expected to rise into summer. #OOTT,60,35,1
12/17/23 19:12,crudealert,Crude oil inventories fell again this week. #OOTT,12,27,0
1/24/23 15:31,energyalpha,Refinery demand expected to rise into summer. #OOTT,297,80,1
8/29/23 8:40,oilquant,Brent climbing after strong Chinese import numbers. #OOTT,40,100,1
8/31/23 18:53,opecintel,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,141,12,1
7/26/23 11:26,crudealert,Backwardation deepening in crude curve. Market tight. #OOTT,136,49,1
1/15/23 6:19,supplysignals,Brent climbing after strong Chinese import numbers. #OOTT,20,1,1
5/28/23 3:02,oilquant,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,55,69,0
4/16/23 12:15,brentbulls,EIA data surprises traders: bullish draw reported. #OOTT,247,93,0
6/24/23 0:21,supplysignals,Crude oil inventories fell again this week. #OOTT,36,8,0
10/27/23 5:05,oilquant,SPR releases seem to be slowing. Price floor forming? #OOTT,73,52,1
8/8/23 4:55,oilwatcher,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,284,38,1
1/8/23 13:50,energyalpha,Backwardation deepening in crude curve. Market tight. #OOTT,218,28,1
4/8/23 5:32,barrelreport,EIA data surprises traders: bullish draw reported. #OOTT,105,5,1
3/27/23 1:59,supplysignals,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,127,58,0
12/17/23 19:26,opecintel,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,264,15,0
11/16/23 6:30,crudealert,Backwardation deepening in crude curve. Market tight. #OOTT,185,93,1
3/3/23 6:37,oilquant,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,185,0,1
2/8/23 20:22,supplysignals,EIA data surprises traders: bullish draw reported. #OOTT,60,63,1
9/10/23 16:16,opecintel,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,101,3,0
4/6/23 6:33,macrocrude,Backwardation deepening in crude curve. Market tight. #OOTT,169,36,0
11/13/23 12:30,macrocrude,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,279,66,0
9/27/23 14:16,oilquant,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,216,17,1
1/3/23 23:19,macrocrude,EIA data surprises traders: bullish draw reported. #OOTT,148,88,1
6/13/23 13:33,energyalpha,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,263,94,0
9/24/23 5:02,brentbulls,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,242,84,1
3/6/23 11:06,oilquant,EIA data surprises traders: bullish draw reported. #OOTT,82,48,0
1/29/23 11:31,opecintel,EIA data surprises traders: bullish draw reported. #OOTT,121,2,1
8/16/23 3:26,energyalpha,Backwardation deepening in crude curve. Market tight. #OOTT,32,73,0
6/15/23 13:02,macrocrude,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,43,38,1
2/26/23 0:05,supplysignals,WTI slips on stronger USD and inventory build. #OOTT,13,85,0
9/29/23 12:46,opecintel,SPR releases seem to be slowing. Price floor forming? #OOTT,16,97,0
2/4/23 2:53,brentbulls,Backwardation deepening in crude curve. Market tight. #OOTT,51,47,0
5/27/23 14:16,oilquant,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,97,10,0
2/9/23 8:55,brentbulls,SPR releases seem to be slowing. Price floor forming? #OOTT,38,45,0
10/12/23 10:49,opecintel,Brent climbing after strong Chinese import numbers. #OOTT,9,53,0
6/7/23 0:04,oilwatcher,SPR releases seem to be slowing. Price floor forming? #OOTT,261,21,1
1/27/23 18:08,supplysignals,Crude oil inventories fell again this week. #OOTT,261,14,1
5/5/23 16:20,barrelreport,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,121,21,1
2/12/23 3:15,macrocrude,Brent climbing after strong Chinese import numbers. #OOTT,207,82,0
7/8/23 16:15,energyalpha,Brent climbing after strong Chinese import numbers. #OOTT,175,42,0
10/20/23 9:50,macrocrude,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,280,63,1
1/26/23 6:05,traderecon,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,263,100,0
10/18/23 7:35,traderecon,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,223,48,0
2/20/23 9:45,supplysignals,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,151,14,0
6/7/23 3:03,traderecon,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,283,24,0
10/8/23 1:00,traderecon,WTI slips on stronger USD and inventory build. #OOTT,121,35,0
4/28/23 13:12,energyalpha,Crude oil inventories fell again this week. #OOTT,22,71,1
1/5/23 22:26,oilquant,SPR releases seem to be slowing. Price floor forming? #OOTT,49,37,1
9/3/23 11:24,brentbulls,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,32,98,1
6/18/23 12:07,barrelreport,SPR releases seem to be slowing. Price floor forming? #OOTT,258,20,1
12/17/23 4:28,macrocrude,SPR releases seem to be slowing. Price floor forming? #OOTT,255,26,1
5/13/23 10:27,supplysignals,Backwardation deepening in crude curve. Market tight. #OOTT,80,52,0
4/5/23 6:43,oilquant,EIA data surprises traders: bullish draw reported. #OOTT,25,18,0
11/26/23 22:18,brentbulls,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,147,52,0
4/11/23 12:55,supplysignals,Refinery demand expected to rise into summer. #OOTT,114,25,0
7/13/23 12:13,crudealert,EIA data surprises traders: bullish draw reported. #OOTT,30,36,1
11/12/23 10:01,oilwatcher,SPR releases seem to be slowing. Price floor forming? #OOTT,49,79,1
9/29/23 13:27,crudealert,WTI slips on stronger USD and inventory build. #OOTT,112,73,1
6/7/23 3:25,macrocrude,WTI slips on stronger USD and inventory build. #OOTT,69,62,0
11/9/23 15:10,opecintel,Backwardation deepening in crude curve. Market tight. #OOTT,163,90,1
2/2/23 12:39,crudealert,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,183,4,0
4/7/23 8:28,supplysignals,Crude oil inventories fell again this week. #OOTT,21,83,1
3/15/23 11:22,supplysignals,Crude oil inventories fell again this week. #OOTT,25,28,1
11/21/23 19:07,brentbulls,WTI slips on stronger USD and inventory build. #OOTT,55,24,0
1/4/23 8:10,oilquant,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,287,54,0
9/9/23 21:07,oilquant,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,213,65,1
8/14/23 1:51,macrocrude,Brent climbing after strong Chinese import numbers. #OOTT,55,70,1
8/13/23 20:30,macrocrude,Backwardation deepening in crude curve. Market tight. #OOTT,198,50,0
10/16/23 11:39,energyalpha,SPR releases seem to be slowing. Price floor forming? #OOTT,132,9,1
4/1/23 13:58,macrocrude,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,215,85,1
9/25/23 20:49,oilwatcher,Brent climbing after strong Chinese import numbers. #OOTT,291,45,0
7/29/23 15:41,traderecon,Brent climbing after strong Chinese import numbers. #OOTT,31,82,1
10/28/23 21:38,traderecon,Crude oil inventories fell again this week. #OOTT,209,22,0
10/2/23 3:55,brentbulls,EIA data surprises traders: bullish draw reported. #OOTT,97,14,1
5/17/23 14:05,energyalpha,Brent climbing after strong Chinese import numbers. #OOTT,207,94,0
9/9/23 9:38,oilwatcher,Crude oil inventories fell again this week. #OOTT,125,62,1
8/14/23 16:15,macrocrude,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,113,78,0
11/27/23 15:29,barrelreport,Crude oil inventories fell again this week. #OOTT,34,0,1
8/6/23 20:37,crudealert,WTI slips on stronger USD and inventory build. #OOTT,22,74,0
9/3/23 6:07,brentbulls,Crude oil inventories fell again this week. #OOTT,228,81,1
6/14/23 12:03,crudealert,Refinery demand expected to rise into summer. #OOTT,19,77,1
6/8/23 10:41,traderecon,Crude oil inventories fell again this week. #OOTT,115,42,1
7/18/23 21:48,supplysignals,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,223,93,1
8/1/23 1:47,brentbulls,Refinery demand expected to rise into summer. #OOTT,299,93,1
8/15/23 18:55,oilquant,Backwardation deepening in crude curve. Market tight. #OOTT,233,9,1
9/16/23 3:24,energyalpha,EIA data surprises traders: bullish draw reported. #OOTT,77,38,1
8/11/23 16:28,opecintel,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,133,68,1
2/3/23 13:08,oilquant,Crude oil inventories fell again this week. #OOTT,174,14,1
6/8/23 13:24,opecintel,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,69,96,0
7/16/23 16:43,barrelreport,WTI slips on stronger USD and inventory build. #OOTT,295,1,0
1/24/23 14:07,oilwatcher,SPR releases seem to be slowing. Price floor forming? #OOTT,86,50,1
6/26/23 7:08,crudealert,Brent climbing after strong Chinese import numbers. #OOTT,279,0,0
4/6/23 1:59,barrelreport,Brent climbing after strong Chinese import numbers. #OOTT,109,65,1
11/28/23 23:47,traderecon,WTI slips on stronger USD and inventory build. #OOTT,126,53,1
10/11/23 3:14,opecintel,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,288,46,0
8/15/23 7:52,supplysignals,Refinery demand expected to rise into summer. #OOTT,212,94,1
6/11/23 11:12,macrocrude,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,34,42,1
5/8/23 18:40,traderecon,WTI slips on stronger USD and inventory build. #OOTT,80,93,0
11/10/23 13:05,traderecon,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,298,8,0
12/7/23 7:34,traderecon,Crude oil inventories fell again this week. #OOTT,127,66,1
3/27/23 18:20,traderecon,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,261,58,0
6/1/23 5:30,macrocrude,Refinery demand expected to rise into summer. #OOTT,229,80,0
3/9/23 15:46,supplysignals,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,290,71,1
1/2/23 7:33,traderecon,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,153,0,0
8/12/23 20:23,barrelreport,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,282,29,0
12/17/23 4:27,opecintel,Refinery demand expected to rise into summer. #OOTT,154,48,1
1/16/23 18:09,oilquant,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,149,97,0
7/6/23 20:21,supplysignals,Brent climbing after strong Chinese import numbers. #OOTT,206,64,0
4/7/23 21:17,opecintel,Brent climbing after strong Chinese import numbers. #OOTT,96,6,1
5/12/23 19:02,brentbulls,Refinery demand expected to rise into summer. #OOTT,173,50,1
8/27/23 3:43,traderecon,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,84,68,1
5/12/23 1:35,barrelreport,Backwardation deepening in crude curve. Market tight. #OOTT,293,57,0
